Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),SPACE1-1 LIGHTS 1:Lights Electricity Energy [J](Hourly),SPACE2-1 LIGHTS 1:Lights Electricity Energy [J](Hourly),SPACE3-1 LIGHTS 1:Lights Electricity Energy [J](Hourly),SPACE4-1 LIGHTS 1:Lights Electricity Energy [J](Hourly),SPACE5-1 LIGHTS 1:Lights Electricity Energy [J](Hourly),SPACE1-1 ELECEQ 1:Electric Equipment Electricity Energy [J](Hourly),SPACE2-1 ELECEQ 1:Electric Equipment Electricity Energy [J](Hourly),SPACE3-1 ELECEQ 1:Electric Equipment Electricity Energy [J](Hourly),SPACE4-1 ELECEQ 1:Electric Equipment Electricity Energy [J](Hourly),SPACE5-1 ELECEQ 1:Electric Equipment Electricity Energy [J](Hourly),PLENUM-1:Zone Windows Total Heat Gain Energy [J](Hourly),SPACE1-1:Zone Windows Total Heat Gain Energy [J](Hourly),SPACE2-1:Zone Windows Total Heat Gain Energy [J](Hourly),SPACE3-1:Zone Windows Total Heat Gain Energy [J](Hourly),SPACE4-1:Zone Windows Total Heat Gain Energy [J](Hourly),SPACE5-1:Zone Windows Total Heat Gain Energy [J](Hourly),WF-1:Surface Window Transmitted Solar Radiation Energy [J](Hourly),DF-1:Surface Window Transmitted Solar Radiation Energy [J](Hourly),WR-1:Surface Window Transmitted Solar Radiation Energy [J](Hourly),WB-1:Surface Window Transmitted Solar Radiation Energy [J](Hourly),DB-1:Surface Window Transmitted Solar Radiation Energy [J](Hourly),WL-1:Surface Window Transmitted Solar Radiation Energy [J](Hourly),WALL-1PF:Surface Outside Face Solar Radiation Heat Gain Energy [J](Hourly),WALL-1PR:Surface Outside Face Solar Radiation Heat Gain Energy [J](Hourly),WALL-1PB:Surface Outside Face Solar Radiation Heat Gain Energy [J](Hourly),WALL-1PL:Surface Outside Face Solar Radiation Heat Gain Energy [J](Hourly),TOP-1:Surface Outside Face Solar Radiation Heat Gain Energy [J](Hourly),FRONT-1:Surface Outside Face Solar Radiation Heat Gain Energy [J](Hourly),RIGHT-1:Surface Outside Face Solar Radiation Heat Gain Energy [J](Hourly),BACK-1:Surface Outside Face Solar Radiation Heat Gain Energy [J](Hourly),LEFT-1:Surface Outside Face Solar Radiation Heat Gain Energy [J](Hourly),PLENUM-1:Zone Air Temperature [C](Hourly),SPACE1-1:Zone Air Temperature [C](Hourly),SPACE2-1:Zone Air Temperature [C](Hourly),SPACE3-1:Zone Air Temperature [C](Hourly),SPACE4-1:Zone Air Temperature [C](Hourly),SPACE5-1:Zone Air Temperature [C](Hourly) 
 06/01  01:00:00,16.300000000000004,199584.0,86184.0,199584.0,86184.0,373464.00000000006,60825.600000000006,26265.600000000002,76032.0,26265.600000000002,113817.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.69644147273337,20.276668206542062,20.30020126325255,20.265269056233002,20.358392825195274,20.99574849778393 
 06/01  02:00:00,18.162499999999998,199584.0,86184.0,199584.0,86184.0,373464.00000000006,60825.600000000006,26265.600000000002,76032.0,26265.600000000002,113817.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.124366077631905,20.348302243139834,20.343459777621078,20.340801802090574,20.376990424252618,20.83667581255859 
 06/01  03:00:00,18.2,199584.0,86184.0,199584.0,86184.0,373464.00000000006,60825.600000000006,26265.600000000002,76032.0,26265.600000000002,113817.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.79374455029505,20.349726276237,20.345178830641878,20.3451457187064,20.36452142227572,20.743437500184243 
 06/01  04:00:00,18.2625,199584.0,86184.0,199584.0,86184.0,373464.00000000006,60825.600000000006,26265.600000000002,76032.0,26265.600000000002,113817.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.611769593239003,20.346154985952452,20.34416503747938,20.34349902732398,20.355312858900334,20.68106785094963 
 06/01  05:00:00,17.9875,199584.0,86184.0,199584.0,86184.0,373464.00000000006,60825.600000000006,26265.600000000002,76032.0,26265.600000000002,113817.6,0.0,0.0,0.0,0.0,0.0,0.0,47654.604563520086,55543.67549392834,65876.03128907984,132438.2077819225,91031.17891082208,53508.26860063692,148445.9278734512,93744.48909520484,206983.28080229045,76053.68768745475,16345562.631296143,343945.0128971043,281233.4672856144,592107.9098360604,228161.06306236412,20.480553555659505,20.338729260014567,20.347994679484223,20.351093607483595,20.35099771798065,20.635685444979632 
 06/01  06:00:00,16.737500000000004,199584.0,86184.0,199584.0,86184.0,373464.00000000006,60825.600000000006,26265.600000000002,76032.0,26265.600000000002,113817.6,0.0,0.0,0.0,0.0,0.0,0.0,176966.04237551673,205817.11073590783,222904.2158418419,408002.00720618735,280949.3506601458,197833.34353449475,548837.0512904332,316114.2663224454,642209.3317720455,281189.35104467784,60348653.36848375,1272861.6415174408,948342.798967336,1837139.809741343,843568.0531340333,20.388350288044474,20.31002616687589,20.35829991867117,20.366472551652667,20.351549949180882,20.60657328727766 
 06/01  07:00:00,15.787500000000001,199584.0,86184.0,199584.0,86184.0,373464.00000000006,60825.600000000006,26265.600000000002,76032.0,26265.600000000002,113817.6,0.0,0.0,529077.0345488626,1252816.3933807663,74996.63210201936,0.0,434016.2490964525,486388.4030985021,792543.8761733887,1258236.859359508,869721.463677032,452224.6140016503,1255617.8263446873,1098524.291700767,1994977.3142039333,642767.0051251086,154902163.61174655,2957676.088134493,3295572.8751022993,5706943.300468627,1928301.0153753255,20.61853596443299,22.12843415643863,22.142393323356714,22.1342281248824,22.14500847351215,22.07495648745176 
 06/01  08:00:00,16.287499999999998,199584.0,86184.0,199584.0,86184.0,373464.00000000006,60825.600000000006,26265.600000000002,76032.0,26265.600000000002,113817.6,0.0,990366.6516768346,3602277.035515962,5974871.374123786,594012.7436430495,0.0,1006315.8147404403,1014664.3827934051,2940963.9505835967,3229090.8870739993,2315801.383810457,847318.229940889,2360096.178192981,3972486.2999254307,5574523.358308784,1204331.1756688813,412249093.740191,5857505.897374879,11917458.899776287,15946792.229916114,3612993.5270066424,20.917815908357763,22.199556648075138,22.199531648991048,22.199179578659717,22.198919436250637,22.200027417707297 
 06/01  09:00:00,18.074999999999996,3592512.0,1551312.0,3592512.0,1551312.0,6722352.000000001,1216512.0,525312.0,1520640.0000000002,525312.0,2276352.0,0.0,2133341.239963024,6495054.855862294,6066007.517709364,802551.5864717462,0.0,1330662.0321885785,1198211.9596092976,4865441.934251785,2922174.9565652655,2224116.347724789,878778.1316205643,2464922.48944328,6554204.871108959,6318828.45425911,1249046.5364831458,707568757.3915341,6554185.821119375,19662614.613326874,18075992.87324942,3747139.6094494355,21.83449954806803,22.41802113151691,23.480204438675585,23.141845071232176,22.208214408086526,22.76629232827124 
 06/01  10:00:00,19.5875,3792095.9999999995,1637496.0,3792095.9999999995,1637496.0,7095816.000000001,2737152.0,1181952.0,3421440.0,1181952.0,5121792.0,0.0,2781982.3517430834,6063754.704440713,3306513.4289574227,1030881.036009325,0.0,1503811.6791285134,1332388.590305693,4407379.094819358,1904767.4391480852,1347845.418859436,961666.2877464045,2747431.633438089,6303442.642481935,3789563.9231726485,1366859.1681351552,882845427.729352,7312937.089044603,18910327.9274458,10840637.780223398,4100577.504405464,23.049816962570013,23.483241651926907,23.898946325471243,23.883670272682213,22.888129690203783,23.775070233334414 
 06/01  11:00:00,20.6875,3991680.0,1723680.0,3991680.0,1723680.0,7469280.000000001,2737152.0,1181952.0,3421440.0,1181952.0,5121792.0,0.0,3095673.576998954,4346468.564951348,2973351.6810456426,1090316.989043157,0.0,1554771.6829558832,1420437.0712854373,3036551.298644191,1748074.0141141764,1205604.708205422,969734.489581587,4713635.30931475,5006944.393950162,2765721.6660949374,1378326.8631030507,961779161.6008394,9906195.780532815,15020833.181850484,7911777.553009288,4134980.589309151,24.304872812323218,23.898327941795422,23.898614595467198,23.898602684975053,23.45254275515008,23.898768181319454 
 06/01  12:00:00,21.787499999999998,3792095.9999999995,1637496.0,3792095.9999999995,1637496.0,7095816.000000001,2737152.0,1181952.0,3421440.0,1181952.0,5121792.0,0.0,3419231.0539006325,2406568.398307225,3332584.3951513637,1203038.19472417,0.0,1585257.289916111,1440986.740588892,1677871.010792432,1790088.911767995,1234581.3751069552,993042.024046479,7080853.132865233,3238328.417339788,2832195.6893924074,1411454.9009431014,948930678.8203732,13015566.036629159,9714985.252019359,8101936.849163526,4234364.702829303,25.333330239242027,23.898014494714253,23.89822047947225,23.898006056203727,23.68134598075257,23.89819262032936 
 06/01  13:00:00,22.8875,3193344.0,1378944.0,3193344.0,1378944.0,5975424.000000001,2737152.0,1181952.0,3421440.0,1181952.0,5121792.0,0.0,3369985.6666213493,1260991.004880133,3385858.1282042265,1321658.7339514322,0.0,1476396.010252588,1309591.7580875107,983608.3937537868,1696335.163949647,1169921.6645517468,992965.8614506787,7875405.65104639,1526191.4514686898,2683862.8559281435,1560583.6628284394,804871809.0018437,13692857.861978889,4578574.354406068,7677607.678023951,4681750.988485316,26.109135443312873,23.89832343556046,23.89861268727324,23.89829304168525,23.55858589718202,23.898282241755766 
 06/01  14:00:00,23.3,3592512.0,1551312.0,3592512.0,1551312.0,6722352.000000001,2737152.0,1181952.0,3421440.0,1181952.0,5121792.0,0.0,3989273.315413898,1360787.6118000126,3832122.8339022575,2770271.261318726,0.0,1566221.8394343262,1604245.4640492178,1015366.5757228049,1830331.8536055824,1262335.9665943286,1788510.016520951,9805109.654036472,1443185.7815220614,2895866.2063436103,3334497.583469463,857929149.041805,16232879.532296054,4329557.344566183,8284076.278802622,10003492.750408385,26.50631074550072,23.89886634082149,23.899236352816523,23.899037022475216,23.889167274889562,23.898448191148525 
 06/01  15:00:00,23.674999999999997,3991680.0,1723680.0,3991680.0,1723680.0,7469280.000000001,2433024.0,1050624.0,3041280.0000000005,1050624.0,4552704.0,0.0,4544178.181900182,1243784.3896073562,3481077.9005836826,4988572.711182773,0.0,1404665.9500613208,2181064.838414319,909348.0434285199,1639219.4993382525,1130530.360973178,3290755.6126786466,10246944.428852491,1292496.9150148781,2593497.0992074856,5167002.993085114,803101687.6656227,16237502.337068174,3877490.745044633,7419102.357568955,15501008.979255337,26.770970589329085,23.898606810967387,23.898789991020777,23.898704590714125,23.898455685543546,23.898289644915277 
 06/01  16:00:00,24.5875,3991680.0,1723680.0,3991680.0,1723680.0,7469280.000000001,2128895.9999999995,919296.0,2661119.9999999995,919296.0,3983616.0,0.0,4975557.746721002,1108378.1254457233,3078418.295308847,6735474.785091344,0.0,1155410.1123793025,2626431.3229207057,761069.6706350868,1371928.2220658802,946185.9798200094,4625614.200980736,8842701.416415073,1081742.2531624574,2170601.231674668,6253086.8933271915,623958165.5347643,15087469.884633323,3245226.7594873714,6209342.8676595,18759260.679981567,27.003582631177572,23.898319133789144,23.898473153613228,23.898400801754267,23.89815554325583,23.898118636441282 
 06/01  17:00:00,24.3125,3991680.0,1723680.0,3991680.0,1723680.0,7469280.000000001,1520640.0,656640.0,1900800.0,656640.0,2845440.0,0.0,3991918.3236151757,766635.9741721587,2135619.759243656,7469204.053663297,0.0,834390.0667651879,2252951.0311611826,556858.8203992837,1003811.2946671298,692304.5667569926,5266953.583991221,6621977.09525463,791488.2675188535,1588183.6946924361,6691188.584178438,429724216.7517734,12059114.23509022,2374464.8025565594,4543246.798751313,20073565.752535306,27.21369891803962,23.898115720722476,23.898279046741994,23.898202304120247,23.897745342200217,23.89793629073995 
 06/01  18:00:00,23.2125,3991680.0,1723680.0,3991680.0,1723680.0,7469280.000000001,1520640.0,656640.0,1900800.0,656640.0,2845440.0,0.0,1858359.1256986312,327537.1607581971,944036.5548607411,6921924.615662362,0.0,511814.69380841893,1122935.9188915086,345273.79296583874,622401.4425831565,429255.34245890885,5003950.876231065,3899305.159726793,490753.0350659532,984734.7085204982,6176155.337198004,239814410.8592927,7637529.4747667685,1472259.105197859,2816986.994046343,18528466.011594005,27.28113924563685,23.898426294841595,23.89764624685842,23.898404963834746,23.89833434359707,23.897940141114788 
 06/01  19:00:00,21.425000000000004,2395008.0,1034207.9999999999,2395008.0,1034207.9999999999,4481568.0,912383.9999999999,393984.0,1140480.0,393984.0,1707263.9999999998,0.0,132745.93798194357,5713.349705343106,32151.083729954436,3501007.839889707,0.0,226164.60063201815,268395.4121830771,153163.01164693333,276096.4815214456,190417.11927162428,2782410.904518485,1099050.300413837,217697.4168236722,436827.0534948685,3426414.724855653,70079304.4707558,2343342.727662273,653092.2504710162,1249611.8169648286,10279244.174566954,27.137813506750643,23.424984908530426,23.07422023551576,23.381314096785566,23.898988708789467,23.748895285096076 
 06/01  20:00:00,18.474999999999998,798336.0,344736.0,798336.0,344736.0,1493856.0000000002,912383.9999999999,393984.0,1140480.0,393984.0,1707263.9999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.108542250614036,22.337474258775153,22.235665419720725,22.330279391376294,22.649824976507592,22.748303363012596 
 06/01  21:00:00,15.137500000000001,798336.0,344736.0,798336.0,344736.0,1493856.0000000002,60825.600000000006,26265.600000000002,76032.0,26265.600000000002,113817.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.54295837115234,21.847088034017233,21.87347056878741,21.819863018545515,22.269932498615812,22.35012058348195 
 06/01  22:00:00,12.837499999999999,199584.0,86184.0,199584.0,86184.0,373464.00000000006,60825.600000000006,26265.600000000002,76032.0,26265.600000000002,113817.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5908151885699,21.10522574900117,21.19696319760319,21.078833864131134,21.504360521257908,21.98533111943994 
 06/01  23:00:00,12.575,199584.0,86184.0,199584.0,86184.0,373464.00000000006,60825.600000000006,26265.600000000002,76032.0,26265.600000000002,113817.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.499812243009398,20.59729409281477,20.668931171198135,20.57813737555551,20.844517756200148,21.553308306598346 
 06/01  24:00:00,13.1125,199584.0,86184.0,199584.0,86184.0,373464.00000000006,60825.600000000006,26265.600000000002,76032.0,26265.600000000002,113817.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.509470596876408,20.337348382583986,20.39262714873523,20.324871993099023,20.493440823376538,21.235787240386948 
 06/02  01:00:00,13.3,199584.0,86184.0,199584.0,86184.0,373464.00000000006,60825.600000000006,26265.600000000002,76032.0,26265.600000000002,113817.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.68327702028669,20.147477770374564,20.18965292030215,20.134940793155252,20.24816343516462,20.99263580048288 
 06/02  02:00:00,13.3,199584.0,86184.0,199584.0,86184.0,373464.00000000006,60825.600000000006,26265.600000000002,76032.0,26265.600000000002,113817.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.01826699164231,20.006818530155016,20.041124220420507,19.995733793571446,20.074913344776732,20.804567250818224 
 06/02  03:00:00,13.3,199584.0,86184.0,199584.0,86184.0,373464.00000000006,60825.600000000006,26265.600000000002,76032.0,26265.600000000002,113817.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.534827313784085,19.897812172624924,19.927999603978442,19.888844987781567,19.947498106043888,20.663184692823542 
 06/02  04:00:00,12.9875,199584.0,86184.0,199584.0,86184.0,373464.00000000006,60825.600000000006,26265.600000000002,76032.0,26265.600000000002,113817.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.155843801941693,19.79938749811096,19.82670676428226,19.789511851919713,19.837911753420332,20.548491714992018 
 06/02  05:00:00,12.425,199584.0,86184.0,199584.0,86184.0,373464.00000000006,60825.600000000006,26265.600000000002,76032.0,26265.600000000002,113817.6,0.0,0.0,70373.29302970234,825054.3800569936,0.0,0.0,89331.29224428993,97246.05240316325,387266.6127521632,1054629.6400382412,713334.9461524001,87384.05551621356,242571.63131042325,553600.2654850921,1552745.5122942897,124202.85389339259,29278157.179509208,580022.8249415152,1660800.7964552755,4441870.358940221,372608.5616801777,19.84069061002898,19.716193993226135,19.822161805434146,19.855472507840126,19.75500225639093,20.471242654243696 
 06/02  06:00:00,13.2625,199584.0,86184.0,199584.0,86184.0,373464.00000000006,60825.600000000006,26265.600000000002,76032.0,26265.600000000002,113817.6,0.0,0.0,1396329.0495695742,4841842.885306427,0.0,0.0,357797.9924335659,370771.4467474022,1493265.7177841791,3077394.5265459055,2079655.684624765,317155.7019625242,881815.7191506727,2043013.1844713856,4551448.607367017,450787.53875183663,129106390.61041328,2160252.396023282,6129039.553414154,13020127.573533516,1352362.6162555092,19.64656880085768,19.78009560378841,20.25205967057385,20.469391911235043,19.830857065214158,20.432940782288174 
 06/02  07:00:00,16.337500000000002,199584.0,86184.0,199584.0,86184.0,373464.00000000006,60825.600000000006,26265.600000000002,76032.0,26265.600000000002,113817.6,0.0,318600.4658882308,3724188.1851548497,8525199.022374215,154213.56792168034,0.0,663167.3834001743,637978.4879498596,2971086.2482070727,4391389.881323265,3021007.730112259,502345.48971574823,1401163.8860868434,3947095.2542225253,6837906.569590007,714006.0402849263,276595789.9156883,3580521.6801415784,11841285.762667574,19560896.66218781,2142018.120854778,19.96970261355272,22.08934734499504,22.15866399282117,22.16670310052775,22.11557784041301,21.95806229571481 
 06/02  08:00:00,19.175,199584.0,86184.0,199584.0,86184.0,373464.00000000006,60825.600000000006,26265.600000000002,76032.0,26265.600000000002,113817.6,0.0,1956008.4956112988,6289192.305069966,10085165.21127199,745674.5138557743,0.0,1095544.5488265194,1010917.0111390438,4599038.190283926,4555027.654299305,3317928.253231772,759408.6104809857,2124391.7203367823,6078401.036865618,8104152.14300845,1079381.3143114368,518625060.3777349,5569129.539812294,18235203.11059685,23183189.327130735,3238143.9429343096,20.511550549899596,22.199398211566074,22.221598841626008,22.199681203148923,22.198606347016085,22.201169396939605 
 06/02  09:00:00,21.0625,3592512.0,1551312.0,3592512.0,1551312.0,6722352.000000001,1216512.0,525312.0,1520640.0000000002,525312.0,2276352.0,0.0,3265953.2323401123,6705288.940746965,7197468.245138731,1262278.3865001902,0.0,1415566.1040739082,1299296.4497771335,4756458.671316705,3093955.2001423906,2324251.17139198,972909.2768168455,2723897.1703205486,6430931.727894651,6422505.880035985,1382839.3297400596,700436812.3159075,7157401.925364553,19292795.183683947,18372578.296168514,4148517.989220177,21.796030053615922,22.63398872992651,23.728646213158285,23.60502440053236,22.277197123764413,22.797404813181195 
 06/02  10:00:00,22.3875,3792095.9999999995,1637496.0,3792095.9999999995,1637496.0,7095816.000000001,2737152.0,1181952.0,3421440.0,1181952.0,5121792.0,0.0,3788974.4962447267,6157690.76245415,4404962.13784698,1440006.9419626899,0.0,1581771.0534932069,1426024.7570057376,4259866.368781755,2070737.8534446545,1457819.125005909,1043828.0390141925,2972292.5005945046,6085243.871463163,3948523.962442919,1483639.3281775664,845404354.0865688,7843316.218932524,18255731.61438948,11295367.728627697,4450917.984532697,23.361672634364403,23.738992625701595,23.898884686151007,23.89898436203778,23.175643104156983,23.80073980217623 
 06/02  11:00:00,23.799999999999997,3991680.0,1723680.0,3991680.0,1723680.0,7469280.000000001,2737152.0,1181952.0,3421440.0,1181952.0,5121792.0,0.0,4542391.089490042,4721302.393330316,4676239.1490347525,1708807.164950762,0.0,1732592.6325121154,1642693.7092723425,3089822.8547078483,2112091.243589178,1456658.657969297,1171671.0548377924,5063405.482763043,4916947.709385682,3341652.8510802826,1665348.3061121406,919212337.0869622,10931179.517542468,14750843.128157042,9559318.401860807,4996044.91833642,24.72669188516512,23.89855845288257,23.8987083492446,23.898616350977427,23.811640424724118,23.89873329110594 
 06/02  12:00:00,24.4,3792095.9999999995,1637496.0,3792095.9999999995,1637496.0,7095816.000000001,2737152.0,1181952.0,3421440.0,1181952.0,5121792.0,0.0,4840594.412741393,3011711.911278233,5174369.48152577,1871334.3883656918,0.0,1807426.9414288788,1712571.952433805,1930936.5187715457,2267064.549560624,1563540.0290192596,1257641.6479314412,7382479.976019536,3384060.17394269,3586844.431374315,1787542.1428488388,927594792.3505987,14141345.034838036,10152180.521828067,10260727.102865867,5362626.428546514,25.71755883536293,23.898228382753135,23.898512438064117,23.898289296256763,23.89831912823768,23.898055348714 
 06/02  13:00:00,24.775,3193344.0,1378944.0,3193344.0,1378944.0,5975424.000000001,2737152.0,1181952.0,3421440.0,1181952.0,5121792.0,0.0,4627083.389916461,1821525.3036716832,4857784.495966416,1856566.3168183677,0.0,1727902.7117661978,1564368.1799605782,1209963.2078648906,2088267.1205759577,1440227.731909133,1215057.79663846,9016265.335850183,1862630.0027139843,3303959.428112282,1870014.364158128,931369341.8991847,15860600.082631003,5587890.008141952,9451490.49517366,5610043.092474381,26.442283178543033,23.898722678411517,23.89896438857341,23.898755381042893,23.898764060740426,23.89861816999945 
 06/02  14:00:00,25.0,3592512.0,1551312.0,3592512.0,1551312.0,6722352.000000001,2737152.0,1181952.0,3421440.0,1181952.0,5121792.0,0.0,4238719.559206078,1688796.228815528,4703031.232826924,2555708.9057765445,0.0,1459962.9852398755,1508405.848887796,1104086.4580667643,1990261.1151992988,1372635.3413349958,1603557.0017440943,7456176.704079301,1569287.305640054,3148898.869869845,2680763.9301450117,658351873.1808109,13306652.9565745,4707861.916920161,9007915.619545706,8042291.790435032,26.878010915149865,23.899075344270184,23.899260363131038,23.89915380292363,23.899005299983166,23.898596948923128 
 06/02  15:00:00,25.0,3991680.0,1723680.0,3991680.0,1723680.0,7469280.000000001,2433024.0,1050624.0,3041280.0000000005,1050624.0,4552704.0,0.0,3244156.1856057323,1605526.6208450585,4446182.670163074,1987683.610923712,0.0,1000281.8221679148,1200621.9452520194,1021723.5668564131,1841791.1665701133,1270239.179817162,1274411.9543338143,3679303.0457892553,1452221.2564299828,2913996.6000733213,1838268.9006223432,353661928.24443126,7738560.788007041,4356663.769289948,8335941.093652369,5514806.701867027,27.135080242300354,23.89861563799292,23.89864175207729,23.898568118362366,23.898600994485154,23.898241935730553 
 06/02  16:00:00,25.0,3991680.0,1723680.0,3991680.0,1723680.0,7469280.000000001,2128895.9999999995,919296.0,2661119.9999999995,919296.0,3983616.0,0.0,2635480.4750236515,1309747.341137627,3615624.621013467,1651344.8600242974,0.0,762265.4434284504,975632.9728497505,819019.3087946848,1476390.0698009448,1018230.8099818781,1053001.2872866094,2705946.8444606513,1164108.6574108396,2335875.924409908,1490662.8175943056,269045696.03038824,5923111.295828143,3492325.9722325173,6682136.865729982,4471988.452782916,27.158840206559187,23.89837771561301,23.89839815790764,23.898324125175442,23.89836973696071,23.898063051198026 
 06/02  17:00:00,24.625,3991680.0,1723680.0,3991680.0,1723680.0,7469280.000000001,1520640.0,656640.0,1900800.0,656640.0,2845440.0,0.0,1957396.3989661038,891940.3208341511,2458547.3806585795,1545928.383853606,0.0,545624.1079150192,766589.3997551928,566354.658670414,1020928.7926032462,704110.0944050519,1022234.0924126618,2054404.299039083,804985.1258005757,1615266.2063761554,1407749.8396961843,189310812.82429567,4475365.553622823,2414955.3774017263,4620720.541190805,4223249.519088551,27.088247540338273,23.898400109478395,23.89843640686227,23.898380249640866,23.898355659756437,23.898102973918586 
 06/02  18:00:00,24.0875,3991680.0,1723680.0,3991680.0,1723680.0,7469280.000000001,1520640.0,656640.0,1900800.0,656640.0,2845440.0,0.0,1516028.3372990196,540680.6560814119,1493154.067301192,2733874.6860287893,0.0,422002.0461124722,675402.2477049415,372192.0314610196,670925.1093442063,462720.95125703356,1931050.7877390268,2026623.3781017915,529013.1275179923,1061506.6045591293,2490203.114688808,148027364.71528322,4262955.39334907,1587039.382553976,3036604.9589437386,7470609.3440664215,26.900344561390696,23.8985251757816,23.898603849432,23.89855193173483,23.898313948723317,23.89815222525747 
 06/02  19:00:00,22.525,2395008.0,1034207.9999999999,2395008.0,1034207.9999999999,4481568.0,912383.9999999999,393984.0,1140480.0,393984.0,1707263.9999999998,0.0,252059.94251890678,81427.12326177272,231519.4161567709,1716343.0521275054,0.0,191154.2659969532,222619.05573238226,157143.5084220082,283271.85070809367,195365.79925009684,1361102.4797390983,743890.7833661526,223355.07435006162,448179.5899787421,1735147.554594923,55932730.18068238,1638868.033694451,670065.2230501847,1282087.5155949262,5205442.6637847675,26.489732670466736,23.330244212672014,23.115144591445688,23.423347388299753,23.510800273399845,23.663085046551767 
 06/02  20:00:00,20.262499999999996,798336.0,344736.0,798336.0,344736.0,1493856.0000000002,912383.9999999999,393984.0,1140480.0,393984.0,1707263.9999999998,0.0,0.0,0.0,0.0,88020.85400747372,0.0,11956.366012992943,13198.472847026487,12000.722418501022,22176.127664015825,15302.01587108283,125274.40978131966,33292.96697745446,17057.16179404933,37037.93698642888,159998.61634753871,3792781.4860962336,79133.35315314999,51171.48538214797,105952.78695298088,479995.8490426159,25.395509627528057,22.313273058230724,22.245309025565412,22.35294215943097,22.34719360091591,22.60757959097185 
 06/02  21:00:00,18.025,798336.0,344736.0,798336.0,344736.0,1493856.0000000002,60825.600000000006,26265.600000000002,76032.0,26265.600000000002,113817.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.898439709063087,21.955282725291823,21.99134884130379,21.956884501232253,22.12576339631317,22.23407662281008 
 06/02  22:00:00,17.8875,199584.0,86184.0,199584.0,86184.0,373464.00000000006,60825.600000000006,26265.600000000002,76032.0,26265.600000000002,113817.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.17164648264945,21.456298728679954,21.512251114969544,21.439109517323246,21.61461420342738,21.91483409286074 
 06/02  23:00:00,16.925000000000004,199584.0,86184.0,199584.0,86184.0,373464.00000000006,60825.600000000006,26265.600000000002,76032.0,26265.600000000002,113817.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.38277145434522,21.037184881902327,21.088389810487655,21.006894815810274,21.15083502725172,21.55142700922758 
 06/02  24:00:00,16.474999999999998,199584.0,86184.0,199584.0,86184.0,373464.00000000006,60825.600000000006,26265.600000000002,76032.0,26265.600000000002,113817.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.675917570298033,20.69055557352157,20.737666785456483,20.663929776599467,20.772159852009047,21.294733238438923 
